,original_title,genres,vote_average,category
2831,Goldfinger,"Adventure, Action, Thriller",7.2,Good
2832,From Russia with Love,"Action, Thriller, Adventure",6.9,Good
2833,Dr. No,"Adventure, Action, Thriller",6.9,Good
2834,The Blue Lagoon,"Romance, Adventure, Drama",5.8,Good
2835,Per un pugno di dollari,Western,7.6,Good
2836,Hard Eight,"Drama, Thriller",6.8,Good
2837,Home Alone 2: Lost in New York,"Comedy, Family, Adventure, Crime",6.3,Good
2838,Penitentiary,"Action, Drama",4.9,Bad
2839,Penitentiary II,"Action, Thriller",3.05,Bad
2840,Someone to Watch Over Me,"Crime, Drama, Romance, Thriller",5.8,Good
2841,Sparrows,Drama,8,Very Good
2843,Fight Club,Drama,8.3,Very Good
2844,Beefcake,"Drama, History, Documentary",4.6,Bad
2845,The Story of Us,"Comedy, Drama, Romance",5.9,Good
2846,Fever Pitch,"Comedy, Romance",6.1,Good
2847,Joe the King,"Crime, Drama",6.3,Good
2848,Julien Donkey-Boy,"Comedy, Drama",7.1,Good
2849,The Omega Code,"Horror, Thriller",4.4,Bad
2850,The Straight Story,Drama,7.7,Good
2851,The Bad Seed,"Crime, Drama, Horror, Thriller",7.1,Good
2852,Time Bandits,"Family, Fantasy, Science Fiction, Adventure, Comedy",6.6,Good
2853,Un Homme et une femme,"Drama, Romance",7.2,Good
2854,Fitzcarraldo,"Action, Adventure, Drama",7.7,Good
2855,All That Jazz,"Drama, Music",7.3,Good
2856,Hong gao liang,"Drama, War",7,Good
2857,Crimes and Misdemeanors,"Comedy, Drama",7.4,Good
2858,Bats,"Horror, Thriller",4.1,Bad
2859,The Best Man,"Drama, Comedy",6.8,Good
2860,Bringing Out the Dead,Drama,6.6,Good
2861,Crazy in Alabama,"Comedy, Drama",6.5,Good
2862,Three to Tango,"Comedy, Romance",5.4,Good
2863,Body Shots,"Drama, Romance",4.7,Bad
2864,Men Cry Bullets,"Comedy, Drama",7,Good
2865,Brother Can You Spare A Dime,Documentary,6,Good
2866,The Guardian,"Drama, Horror, Mystery, Thriller",5.3,Good
2867,The Ipcress File,Thriller,6.8,Good
2868,On Any Sunday,Documentary,6.9,Good
2869,RoboCop,"Action, Thriller, Science Fiction",7.1,Good
2870,RoboCop 2,"Action, Adventure, Crime, Science Fiction, Thriller",5.6,Good
2871,Who Framed Roger Rabbit,"Fantasy, Animation, Comedy, Crime, Family",7.2,Good
2872,Melvin and Howard,"Comedy, Drama",6.8,Good
2873,For Your Eyes Only,"Adventure, Action, Thriller",6.3,Good
2874,Licence to Kill,"Adventure, Action, Thriller",5.9,Good
2875,Live and Let Die,"Adventure, Action, Thriller",6.4,Good
2876,Rawhead Rex,Horror,4.8,Bad
2877,Thunderball,"Adventure, Action, Thriller",6.5,Good
2878,La ciudad,Drama,7.6,Good
2879,House on Haunted Hill,"Horror, Mystery, Thriller",5.5,Good
2880,Music of the Heart,Drama,6.3,Good
2881,Being John Malkovich,"Fantasy, Drama, Comedy",7.3,Good
2882,Dreaming of Joseph Lees,"Romance, Drama",6,Good
2884,もののけ姫,"Adventure, Fantasy, Animation",8.2,Very Good
2885,The Suburbans,"Comedy, Drama",4,Bad
2886,Mein liebster Feind,Documentary,7.6,Good
2887,Train de vie,"Drama, Comedy, War",7.4,Good
2888,The Bachelor,Comedy,4.5,Bad
2889,The Bone Collector,"Drama, Mystery, Thriller, Crime",6.5,Good
2890,The Insider,"Drama, Thriller",7.3,Good
2891,American Movie,Documentary,7.7,Good
2892,Last Night,"Romance, Drama, Science Fiction",7,Good
2893,Portraits Chinois,"Drama, Comedy",7.5,Good
2894,Rosetta,Drama,7.2,Good
2895,"They Shoot Horses, Don't They?",Drama,7.4,Good
2896,Battling Butler,"Drama, Comedy",5.7,Good
2897,Bride of Re-Animator,"Comedy, Horror, Science Fiction",6.1,Good
2898,Bustin' Loose,"Adventure, Comedy",5.7,Good
2899,Coma,"Thriller, Mystery, Drama",6.4,Good
2900,Creepshow,"Horror, Comedy, Fantasy",6.7,Good
2901,Creepshow 2,Horror,5.9,Good
2902,Re-Animator,"Science Fiction, Comedy, Horror",7,Good
2903,Drugstore Cowboy,"Crime, Drama",7,Good
2904,Falling Down,"Crime, Drama, Thriller",7.2,Good
2905,The Funhouse,Horror,5.8,Good
2906,The General,"Action, Adventure, Comedy, Drama",8,Very Good
2907,My Best Girl,"Drama, Comedy, Romance",8,Very Good
2908,Piranha,Horror,5.7,Good
2909,Rough Night in Jericho,Western,7.3,Good
2910,Slaughterhouse,Horror,5.3,Good
2911,The Taming of the Shrew,"Comedy, Drama, Romance",6.9,Good
2912,Nighthawks,"Action, Crime, Thriller",6.4,Good
2913,用心棒,"Drama, Thriller",8,Very Good
2914,Repossessed,"Comedy, Horror",4.5,Bad
2915,The Omega Man,"Action, Science Fiction, Thriller",6,Good
2916,Spaceballs,"Comedy, Science Fiction",6.7,Good
2917,Robin Hood,"Animation, Family",7,Good
2918,Mister Roberts,"Comedy, Drama, Family, War",7.3,Good
2919,La Guerre du feu,"Adventure, Drama",7.2,Good
2920,Little Big Man,"Adventure, Western, History",7.5,Good
2921,A Face in the Crowd,Drama,7.4,Good
2922,Trading Places,Comedy,7.1,Good
2923,Meatballs,Comedy,5.9,Good
2924,Meatballs Part II,Comedy,3.5,Bad
2925,Meatballs III: Summer Job,Comedy,4.4,Bad
2926,Meatballs 4,Comedy,3.3,Bad
2927,Dead Again,Thriller,6.7,Good
2928,Peter's Friends,"Comedy, Drama",6.7,Good
2929,The Incredibly True Adventure of Two Girls In Love,"Comedy, Drama, Romance",5.7,Good
2930,Experience Preferred...But Not Essential,Comedy,7.5,Good
2931,Under the Rainbow,Comedy,4.9,Bad
2932,How I Won the War,"Comedy, War",5.6,Good
2933,Light It Up,"Drama, Thriller",6.6,Good
2934,Anywhere But Here,"Drama, Comedy, Romance",5.9,Good
2935,Dogma,"Fantasy, Comedy, Adventure",6.8,Good
2936,Joan of Arc,"Adventure, Drama, Action, History, War",6.2,Good
2937,劇場版ポケットモンスター ミュウツーの逆襲,Animation,6.7,Good
2938,Felicia's Journey,Drama,6.3,Good
2939,Oxygen,"Mystery, Thriller, Crime, Drama",5.4,Good
2940,Where's Marlowe?,"Comedy, Mystery, Thriller",5.5,Good
2941,The Ape,"Drama, Horror, Science Fiction",5.3,Good
2942,British Intelligence,"Action, Adventure",5.8,Good
2943,The Commitments,"Comedy, Drama, Music",7.4,Good
2944,Holiday Inn,"Comedy, Drama, Music, Romance",7.1,Good
2945,The Longest Day,"Action, Drama, History, War",7.3,Good
2946,Poison Ivy,Thriller,5.2,Good
2947,Poison Ivy: The New Seduction,"Thriller, Romance",4.1,Bad
2949,Tora! Tora! Tora!,"History, Action, Drama, Adventure, War",6.9,Good
2950,Mujeres al borde de un ataque de nervios,"Comedy, Drama",7.6,Good
2951,The Verdict,Drama,7.4,Good
2952,The Effect of Gamma Rays on Man-in-the-Moon Marigolds,Drama,6.9,Good
2953,The Adventures of Buckaroo Banzai Across the 8th Dimension,"Comedy, Science Fiction",6.3,Good
2954,Stand and Deliver,Drama,7.3,Good
2955,Moonstruck,"Comedy, Drama, Romance",6.7,Good
2956,The Sandpiper,"Drama, Romance",5.7,Good
2957,Jeremiah Johnson,"Adventure, Western",7.5,Good
2958,Repulsion,"Drama, Horror, Thriller",7.5,Good
2959,Irma la Douce,"Comedy, Romance",7.1,Good
2960,42 Up,"Documentary, Foreign",6.6,Good
2961,Liberty Heights,Drama,6.7,Good
2962,Mansfield Park,"Drama, Romance",6.7,Good
2963,Zbogum na dvaesetiot vek,"Adventure, Comedy, Fantasy, Science Fiction",7.5,Good
2964,Sleepy Hollow,"Drama, Fantasy, Thriller, Mystery",6.9,Good
2965,The World Is Not Enough,"Adventure, Action, Thriller",6,Good
2966,Todo sobre mi madre,"Comedy, Drama",7.4,Good
2968,La morte vivante,Horror,6,Good
2969,Babes in Toyland,Comedy,6.6,Good
2970,Scrooged,"Fantasy, Comedy, Drama",6.7,Good
2971,Harvey,"Comedy, Drama",7.7,Good
2972,Ladri di biciclette,Drama,8,Very Good
2973,Matewan,Drama,7.2,Good
2974,影武者,"Action, Drama, History, War",7.7,Good
2975,忠臣蔵 花の巻・雪の巻,"History, Drama, Action",7.1,Good
2976,McCabe & Mrs. Miller,Western,7.3,Good
2977,Maurice,"Drama, Romance",7.1,Good
2978,The Grapes of Wrath,Drama,7.8,Good
2979,My Man Godfrey,Comedy,6.4,Good
2980,The Shop Around the Corner,"Comedy, Romance",7.9,Good
2981,The Natural,Drama,7,Good
2982,Shampoo,"Comedy, Drama, Romance",6.3,Good
2983,A River Runs Through It,Drama,7,Good
2984,Fatal Attraction,"Romance, Drama, Thriller, Horror, Mystery",6.6,Good
2985,Jagged Edge,"Mystery, Thriller",6.5,Good
2986,Stanley & Iris,"Drama, Romance",5.7,Good
2987,Midnight Run,"Adventure, Comedy, Crime",7.2,Good
2988,Awakenings,Drama,7.6,Good
2989,Come See the Paradise,"Drama, Romance, History",6.1,Good
2990,Backdraft,"Action, Crime, Drama, Mystery, Thriller",6.4,Good
2991,The Fisher King,"Comedy, Drama",7.2,Good
2992,The River,Drama,6.5,Good
2993,Country,Drama,6.3,Good
2994,Places in the Heart,"Drama, Family",7.1,Good
2995,"'night, Mother",Drama,5.8,Good
2996,End of Days,"Action, Fantasy, Horror, Mystery",5.5,Good
2997,Toy Story 2,"Animation, Comedy, Family",7.3,Good
2998,Flawless,"Comedy, Drama",5.9,Good
2999,Miss Julie,Drama,6.3,Good
3000,Ride with the Devil,"Drama, War, Romance, Western",6.6,Good
3001,Tumbleweeds,"Comedy, Drama",6.2,Good
3002,Reazione a catena,"Horror, Thriller",6.4,Good
3003,The Distinguished Gentleman,Comedy,5.7,Good
3004,The Hitch-Hiker,"Crime, Thriller",6.6,Good
3005,Santa Fe Trail,"Action, Western",3.6,Bad
3007,Agnes Browne,Drama,6.3,Good
3008,The End of the Affair,Drama,6.6,Good
3009,The End of the Affair,Romance,6.3,Good
3010,Holy Smoke,"Comedy, Drama",5.3,Good
3011,A Map of the World,Drama,6.4,Good
3012,Sweet and Lowdown,"Comedy, Drama",6.8,Good
3013,The Bonfire of the Vanities,"Comedy, Drama",5.3,Good
3014,Broadway Damage,,6,Good
3015,Daddy-Long-Legs,"Drama, Comedy",7.4,Good
3016,Go West,"Comedy, Western",6.8,Good
3017,La Grande Illusion,"Drama, History, War",7.5,Good
3018,The Great Santini,Drama,6.9,Good
3019,The James Dean Story,Documentary,6.2,Good
3020,The Sea Wolves,"War, Action, Thriller",5.7,Good
3021,Stealing Home,"Drama, Romance",5.9,Good
3022,Tarzan the Fearless,"Action, Adventure",3.05,Bad
3023,Three Ages,"Drama, Comedy",7.2,Good
3024,The Two Jakes,"Crime, Drama, Mystery",6.2,Good
3025,U2: Rattle and Hum,"Documentary, Music",6.3,Good
3026,Hell in the Pacific,"Drama, War",6.8,Good
3027,The Glass Bottom Boat,"Comedy, Romance",4.8,Bad
3028,Cradle Will Rock,Drama,7.2,Good
3029,Deuce Bigalow: Male Gigolo,Comedy,5.4,Good
3030,The Green Mile,"Fantasy, Drama, Crime",8.2,Very Good
3031,The Cider House Rules,Drama,6.9,Good
3032,Diamonds,"Comedy, Drama, Mystery",5.4,Good
3033,The War Zone,Drama,7.2,Good
3034,The Bat Whispers,"Crime, Drama, Mystery, Thriller",6.3,Good
3035,The Last Picture Show,Drama,7.6,Good
3036,The 7th Voyage of Sinbad,"Action, Adventure, Family, Fantasy",6.8,Good
3037,Blood on the Sun,"Action, Drama, War",5.1,Good
3038,Anna and the King,"Drama, History, Romance",6.4,Good
3039,Bicentennial Man,"Comedy, Science Fiction",6.9,Good
3040,Stuart Little,"Animation, Fantasy, Family, Comedy",5.8,Good
3041,荊軻刺秦王,"Drama, History",7.4,Good
3042,Fantasia 2000,"Animation, Family, Music",7,Good
3043,Magnolia,Drama,7.5,Good
3044,Onegin,"Drama, Romance",5.8,Good
3045,Simpatico,"Comedy, Drama",5.3,Good
3046,Topsy-Turvy,"Comedy, Drama, Music",6.7,Good
3047,The Alley Cats,"Drama, Foreign",3.05,Bad
3048,Boiling Point,"Drama, Action, Adventure, Crime, Thriller",4.6,Bad
3049,Brenda Starr,"Adventure, Fantasy",5.1,Good
3050,Carnal Knowledge,Drama,6.7,Good
3051,Easy Rider,"Adventure, Drama",7,Good
3052,The Falcon and the Snowman,"Thriller, Drama, Crime",6.5,Good
3054,Room at the Top,"Romance, Drama",6,Good
3055,Ulisse,Adventure,6.3,Good
3056,Any Given Sunday,Drama,6.8,Good
3057,Man on the Moon,"Comedy, Drama, Romance",6.9,Good
3058,Galaxy Quest,"Comedy, Family, Science Fiction",6.9,Good
3059,The Talented Mr. Ripley,"Thriller, Crime, Drama",7.1,Good
3060,Next Friday,Comedy,6.5,Good
3061,The Hurricane,Drama,7.2,Good
3062,Angela's Ashes,Drama,7,Good
3063,Play It to the Bone,"Comedy, Drama",5.7,Good
3064,Titus,"Drama, History, Thriller",6.5,Good
3065,"Mr. Death: The Rise and Fall of Fred A. Leuchter, Jr.",Documentary,6.3,Good
3066,The Third Miracle,Drama,6.1,Good
3067,Montana,"Drama, Action, Comedy, Crime",4.8,Bad
3068,Snow Falling on Cedars,"Drama, Romance",6.3,Good
3069,"Girl, Interrupted",Drama,7.6,Good
3071,The Life and Times of Hank Greenberg,"Documentary, Family",4,Bad
3072,My Dog Skip,"Comedy, Drama, Family",6.5,Good
3073,Supernova,"Horror, Science Fiction, Thriller",4.9,Bad
3074,The Quarry,"Drama, Foreign",3.05,Bad
3075,Theeviravaathi: The Terrorist,Drama,8.1,Very Good
3076,The Way We Were,"Drama, Romance",7.1,Good
3077,Tess of the Storm Country,"Romance, Drama",5,Good
3078,Stalag 17,"Comedy, Drama, War",7.6,Good
3079,The Presidio,"Action, Adventure, Crime, Drama, Mystery, Thriller",5.7,Good
3080,Papillon,"Crime, Drama",7.8,Good
3081,Pal Joey,"Comedy, Music, Romance",5.9,Good
3082,The Last Detail,"Comedy, Drama",7.1,Good
3083,Five Easy Pieces,Drama,7.2,Good
3084,Auch Zwerge haben klein angefangen,"Comedy, Drama",6.6,Good
3085,Dead Calm,"Crime, Thriller, Horror, Drama",6.6,Good
3086,The Boys from Brazil,"Horror, Drama, Thriller, Science Fiction",6.6,Good
3087,La maschera del demonio,Horror,7.2,Good
3088,Against All Odds,"Action, Adventure, Crime, Drama, Mystery, Romance, Thriller",5.7,Good
3089,The Snows of Kilimanjaro,"Action, Adventure, Drama, Romance",6.1,Good
3090,National Lampoon's Loaded Weapon 1,Comedy,5.7,Good
3091,The Loves of Carmen,"Drama, Romance",8,Very Good
3092,Fast Times at Ridgemont High,Comedy,7,Good
3093,A Cry in the Dark,Drama,6.4,Good
3094,Born to Win,"Comedy, Crime, Drama",6.1,Good
3095,Batman: Mask of the Phantasm,"Action, Adventure, Animation, Family",7.4,Good
3096,American Flyers,Drama,6.1,Good
3097,Voyage of the Damned,Drama,5.5,Good
3098,Vampyros Lesbos,Horror,5.5,Good
3099,A Star Is Born,Drama,6.3,Good
3100,Poison,"Drama, Horror, Science Fiction",6.4,Good
3101,Pacific Heights,"Crime, Thriller",6,Good
3102,Night Tide,Thriller,6.2,Good
3103,The Draughtsman's Contract,"Comedy, Mystery, Romance",6.9,Good
3104,Carmen,"Music, Drama",5.9,Good
3105,A Zed & Two Noughts,"Comedy, Drama",6.8,Good
3106,砂の女,"Drama, Thriller",8.1,Very Good
3107,Down to You,"Comedy, Drama, Family, Romance",4.9,Bad
3109,"Más que amor, frenesí","Comedy, Drama, Romance, Thriller",4.6,Bad
3110,Wirey Spindell,,5.5,Good
3111,Another Man's Poison,"Crime, Drama, Thriller",6.4,Good
3112,The Odessa File,"Drama, Thriller",6.7,Good
3113,The Saphead,"Drama, Comedy",6.4,Good
3114,Seven Chances,"Comedy, Romance",7.3,Good
3115,Smashing Time,Comedy,4.8,Bad
3117,Where the Buffalo Roam,"Comedy, Drama",6.1,Good
3118,Zachariah,"Western, Action, Comedy",7,Good
3120,Eye of the Beholder,"Drama, Mystery, Thriller",5.3,Good
3121,Isn't She Great,"Drama, Comedy",4.6,Bad
3122,The Big Tease,"Comedy, Foreign",5.8,Good
3123,Phörpa,Comedy,5.9,Good
3124,Santitos,"Drama, Foreign, Romance",6.3,Good
3125,Encino Man,"Comedy, Family",5.6,Good
3126,The Goodbye Girl,"Comedy, Romance",7.3,Good
3127,Soy Cuba,Drama,8,Very Good
3128,Malcolm X,"Drama, History",7.3,Good
3129,Sister Act,"Music, Comedy",6.5,Good
3130,Sister Act 2: Back in the Habit,"Music, Comedy",5.9,Good
3131,The Hand that Rocks the Cradle,Thriller,6.5,Good
3132,Alive,"Action, Adventure, Drama, Thriller",6.7,Good
3133,Agnes of God,"Drama, Mystery",6.2,Good
3134,Scent of a Woman,Drama,7.3,Good
3135,Wayne's World,"Music, Comedy",6.5,Good
3136,Wayne's World 2,"Music, Comedy",5.8,Good
3137,A League of Their Own,Comedy,6.8,Good
3138,Patriot Games,"Drama, Action, Thriller, Crime",6.4,Good
3139,The Bodyguard,"Thriller, Action, Drama, Music, Romance",6.2,Good
3140,Death Becomes Her,"Fantasy, Comedy",6.3,Good
3141,Far and Away,"Adventure, Drama, Romance, Western",6.3,Good
3142,Howards End,"Drama, Romance",7,Good
3143,Singles,"Comedy, Drama, Romance",6.6,Good
3144,Twin Peaks: Fire Walk with Me,"Drama, Mystery",7.3,Good
3145,White Men Can't Jump,"Comedy, Drama",6.2,Good
3146,Buffy the Vampire Slayer,"Action, Comedy, Horror",5.3,Good
3147,辣手神探,"Action, Thriller, Crime",7.4,Good
3148,C'est arrivé près de chez vous,"Comedy, Crime, Drama, Horror",7.2,Good
3149,El Mariachi,"Action, Crime, Thriller",6.6,Good
3150,Stop! Or My Mom Will Shoot,"Action, Comedy",4.6,Bad
3151,Forever Young,"Adventure, Fantasy, Drama, Science Fiction, Romance",6,Good
3152,The Cutting Edge,"Comedy, Drama, Romance",6.6,Good
3153,Of Mice and Men,Drama,7.1,Good
3154,Bad Lieutenant,"Crime, Drama",6.9,Good
3155,Scream 3,"Horror, Mystery",5.7,Good
3156,Single White Female,Thriller,6,Good
3157,The Boondock Saints,"Action, Thriller, Crime",7.2,Good
3158,Gun Shy,"Action, Comedy, Romance, Thriller",5.4,Good
3159,Amic/Amat,"Drama, Foreign",6.1,Good
3162,The Baby,"Horror, Thriller",6.1,Good
3163,The Brandon Teena Story,Documentary,7.3,Good
3164,Different for Girls,"Comedy, Foreign",5.2,Good
3165,Minnie and Moskowitz,"Drama, Romance, Comedy",6.4,Good
3166,They Might Be Giants,"Comedy, Mystery, Thriller",7.3,Good
3167,The Beach,"Drama, Adventure, Romance, Thriller",6.3,Good
3168,Snow Day,"Comedy, Family",4.8,Bad
3169,The Tigger Movie,"Animation, Family",6.3,Good
3170,Cotton Mary,"Drama, Foreign",5.3,Good
3171,一個都不能少,Drama,7.5,Good
3173,Trois,"Drama, Thriller, Romance",4.5,Bad
3174,The Big Combo,"Drama, Action, Thriller, Crime, Mystery",7.2,Good
3176,Eaten Alive,Horror,4.9,Bad
3177,Raining Stones,"Comedy, Drama",5.7,Good
3178,"To Sir, with Love",Drama,7.6,Good
3179,With Byrd at the South Pole,Documentary,7.5,Good
3180,Boiler Room,"Crime, Drama, Thriller",6.5,Good
3181,Hanging Up,"Comedy, Drama",5,Good
3182,Pitch Black,"Thriller, Science Fiction, Action",6.7,Good
3183,The Whole Nine Yards,"Comedy, Crime",6.3,Good
3184,Beautiful People,"War, Comedy, Drama",6,Good
3185,Black Tar Heroin: The Dark End of the Street,Documentary,7.1,Good
3186,Blue Collar,"Drama, Crime",7.2,Good
3187,Bluebeard,"Mystery, Thriller",5.6,Good
3188,The Circus,"Comedy, Drama",8,Very Good
3189,City Lights,"Comedy, Drama, Romance",8.2,Very Good
3190,The Flamingo Kid,"Comedy, Drama, Romance",6,Good
3191,A Dog's Life,Comedy,7.1,Good
3192,The Kid,"Comedy, Drama",8,Very Good
3193,The Man from Laramie,Western,6.8,Good
3195,Class Reunion,Comedy,3.4,Bad
3196,The Big Trees,"Romance, Western",5.2,Good
3197,Happy Go Lovely,"Music, Romance, Comedy",5,Good
3198,Reindeer Games,Thriller,5.3,Good
3199,Wonder Boys,"Comedy, Drama",6.9,Good
3200,Deterrence,"Action, Drama, Mystery, Thriller",6.1,Good
3201,Judy Berlin,"Comedy, Drama",4.8,Bad
3202,Mifunes sidste sang,"Romance, Comedy, Drama",6.8,Good
3204,3 Strikes,"Action, Comedy, Romance",5.9,Good
3205,Chain of Fools,"Action, Comedy, Crime",5.9,Good
3206,Drowning Mona,"Comedy, Crime, Mystery",5.4,Good
3207,The Next Best Thing,Comedy,4.3,Bad
3208,What Planet Are You From?,"Comedy, Drama, Romance, Science Fiction",5.4,Good
3209,Beyond the Mat,Documentary,7.8,Good
3210,Ghost Dog: The Way of the Samurai,"Crime, Drama",7.2,Good
3211,The Year My Voice Broke,"Drama, Foreign, Romance",7.3,Good
3212,Splendor in the Grass,"Drama, Romance",7.1,Good
3213,My Tutor,"Comedy, Drama, Romance",5.8,Good
3215,The Killing of Sister George,"Comedy, Drama",6.2,Good
3216,Key Largo,"Crime, Drama, Thriller",7.6,Good
3217,Jail Bait,"Action, Crime, Thriller",3.5,Bad
3218,It Happened Here,"War, Drama",5.3,Good
3219,I'll Never Forget What's'isname,"Comedy, Drama",7,Good
3220,For All Mankind,Documentary,8.3,Very Good
3221,Cross of Iron,"Drama, Action, History, War",6.6,Good
3222,Bride of the Monster,"Horror, Science Fiction",4.2,Bad
3223,Born Yesterday,"Comedy, Romance, Drama",6.6,Good
3224,Birdy,"Drama, History",6.9,Good
3225,And God Created Woman,"Comedy, Drama, Romance",3.8,Bad
3226,Blood Feast,Horror,5.3,Good
3227,"Charlie, the Lonesome Cougar","Adventure, Family",4.9,Bad
3228,Color Me Blood Red,Horror,5,Good
3229,Never Cry Wolf,"Action, Adventure, Drama",6.9,Good
3230,The Night Visitor,"Crime, Horror",7.3,Good
3231,The Perils of Pauline,Comedy,8,Very Good
3232,A Raisin in the Sun,"Romance, Drama",7.1,Good
3233,Two Thousand Maniacs!,Horror,6.2,Good
3234,Brown's Requiem,"Drama, Action, Thriller, Mystery",6,Good
3235,The Closer You Get,"Comedy, Romance, Foreign",4.5,Bad
3236,Mission to Mars,Science Fiction,5.7,Good
3237,The Ninth Gate,"Horror, Mystery, Thriller",6.3,Good
3239,Est -Ouest,Drama,7.5,Good
3240,Defending Your Life,"Fantasy, Drama, Comedy",6.5,Good
3241,Breaking Away,"Drama, Comedy",7.4,Good
3242,Hoosiers,"Drama, Family",7.1,Good
3243,Bull Durham,"Comedy, Romance",6.6,Good
